Study Cases\01- Load Flow\All calculations.ElmRes	Nine-bus System\G2.ElmSym
b:tnow in s	s:xspeed in p.u.
13.741666	1.918655
13.751666	1.919287
13.761666	1.919760
13.771666	1.920383
13.781666	1.920837
13.791666	1.921431
13.801666	1.921923
13.811666	1.922489
13.821666	1.923056
13.831666	1.923582
13.841666	1.924200
13.851666	1.924670
13.861666	1.925292
13.871666	1.925734
13.881666	1.926341
13.891666	1.926822
13.901666	1.927404
13.911666	1.927961
13.921666	1.928492
13.931666	1.929102
13.941666	1.929566
13.951666	1.930186
13.961666	1.930622
13.971666	1.931234
13.981666	1.931716
13.991666	1.932301
14.001666	1.932861
14.011666	1.933383
14.021666	1.933995
14.031666	1.934445
14.041666	1.935066
14.051666	1.935500
14.061666	1.936111
14.071666	1.936608
14.081666	1.937178
14.091666	1.937758
14.101666	1.938253
14.111666	1.938876
14.121666	1.939309
14.131666	1.939930
14.141666	1.940374
14.151666	1.940969
14.161666	1.941498
14.171666	1.942036
14.181666	1.942647
14.191666	1.943107
14.201666	1.943741
14.211666	1.944165
14.221666	1.944773
14.231666	1.945250
14.241666	1.945806
14.251666	1.946388
14.261666	1.946876
14.271666	1.947521
14.281666	1.947953
14.291666	1.948578
14.301666	1.949025
14.311666	1.949586
14.321666	1.950131
14.331666	1.950626
14.341666	1.951268
14.351666	1.951713
14.361666	1.952362
14.371666	1.952806
14.381666	1.953376
14.391666	1.953893
14.401666	1.954378
14.411666	1.955005
14.421666	1.955449
14.431666	1.956113
14.441666	1.956568
14.451666	1.957152
14.461666	1.957670
14.471666	1.958142
14.481666	1.958755
14.491666	1.959180
14.501666	1.959841
14.511666	1.960304
14.521666	1.960897
14.531666	1.961440
14.541666	1.961904
14.551666	1.962520
14.561666	1.962924
14.571666	1.963567
14.581666	1.964032
14.591666	1.964610
14.601666	1.965187
14.611666	1.965645
14.621666	1.966284
14.631666	1.966683
14.641666	1.967300
14.651666	1.967772
14.661666	1.968306
14.671666	1.968915
14.681666	1.969358
14.691666	1.970024
14.701666	1.970442
14.711666	1.971031
14.721666	1.971532
14.731666	1.972005
14.741666	1.972639
14.751666	1.973059
14.761666	1.973727
14.771666	1.974188
14.781666	1.974739
14.791666	1.975301
14.801666	1.975718
14.811666	1.976364
14.821666	1.976773
14.831666	1.977398
14.841666	1.977923
14.851666	1.978419
14.861666	1.979053
14.871666	1.979444
14.881666	1.980079
14.891666	1.980516
14.901666	1.981054
14.911666	1.981650
14.921666	1.982084
14.931666	1.982763
14.941666	1.983180
14.951666	1.983764
14.961666	1.984282
14.971666	1.984719
14.981666	1.985367
14.991666	1.985769
15.000000	1.986309
